Cycle,Capacity,Rct,Re,SOH,tau_real,CCA1,CCA2,CCA3,CCA4,tau_p1,tau_p2,tau_p3,tau_p4
85,1.538236598942558,0.0693303248319639,0.04913242687695094,0.8285736718133292,0.10664644307310292,22.187067530273172,1.538236598942558,14.423702794177046,5.841999597592956,1.538236598942558,0.10664644307310292,1.0,0.405027729769322
86,1.527914258251028,0.07343650361620202,0.049792567319026114,0.8230135260370756,0.11220468095129824,20.805923253594685,1.527914258251028,13.617206031842912,5.638232594993217,1.5279142582510277,0.11220468095129824,1.0,0.4140520883512075
87,1.5285252629756445,0.06881429671018138,0.049633135916243465,0.8233426447360579,0.10518439097541403,22.212321218847716,1.5285252629756445,14.53186398477056,5.826842552561267,1.5285252629756445,0.10518439097541403,1.0,0.40097007229546167
88,1.522647325284378,0.0732133898164959,0.049865378066600005,0.8201764839394088,0.11147817217909001,20.797388689429408,1.522647325284378,13.658703722180165,5.627351798213726,1.522647325284378,0.11147817217909001,1.0,0.41199750083718073
89,1.5174859938489869,0.06883931362761586,0.048921290356402275,0.8173963242800902,0.10446269425608476,22.043886173208822,1.5174859938489869,14.526582955336671,5.783708889445053,1.5174859938489869,0.10446269425608476,1.0,0.3981465501713378
90,1.605818899130659,0.07459618605206403,0.049811932785538866,0.8649769888680268,0.11978796536547127,21.52682307390201,1.605818899130659,13.405511098141869,5.879471007693957,1.605818899130659,0.11978796536547127,1.0,0.4385861131776548
91,1.5638491446744425,0.06863892419996058,0.04975125749803476,0.8423699116610504,0.10734092290148224,22.78370710063286,1.5638491446744425,14.568992909719501,5.9691105586877615,1.5638491446744425,0.10734092290148224,1.0,0.4097133271789536
92,1.5480915247767786,0.07458309776342148,0.04850673488997184,0.8338820438085877,0.1154614615391507,20.756599969705526,1.5480915247767786,13.407863577509378,5.668607985765382,1.5480915247767786,0.1154614615391507,1.0,0.4227823435848512
93,1.5323755631868592,0.06906734479973246,0.04915918196298162,0.8254166152720488,0.10583711138531103,22.186687031767796,1.5323755631868592,14.478622319992148,5.83080929507695,1.5323755631868592,0.10583711138531103,1.0,0.4027185160445647
94,1.5269528268489705,0.0736638387977965,0.050023074203339506,0.8224956494324317,0.11248120688884224,20.72866214643495,1.5269528268489705,13.575181748876124,5.625983403930028,1.5269528268489705,0.11248120688884224,1.0,0.41443153454618004
95,1.5169573017136326,0.06830006146095657,0.04970808709656559,0.8171115433925789,0.10360827694068796,22.210189409284713,1.5169573017136326,14.64127525817302,5.80447318857252,1.5169573017136326,0.10360827694068796,1.0,0.3964458755279777
96,1.5118975960142693,0.07371885821597624,0.05020469043786587,0.8143861246029738,0.11145536451765124,20.508966533160617,1.5118975960142693,13.565050031977863,5.56843399873094,1.511897596014269,0.11145536451765124,1.0,0.4104985964374678
97,1.5065638960681105,0.06963267386152323,0.048950660803835325,0.811513118362076,0.10490607242645653,21.635875983509933,1.5065638960681105,14.361074256442818,5.709275752366774,1.5065638960681105,0.10490607242645653,1.0,0.39755213645005827
98,1.5015453526671363,0.07465617760875586,0.04975857340773159,0.8088098717121404,0.11209963653631967,20.11280781794314,1.5015453526671363,13.394738815059794,5.495479333790618,1.5015453526671363,0.11209963653631967,0.9999999999999999,0.41027148118871964
99,1.4908444050400238,0.06902298762939403,0.049808396255372756,0.8030457886878684,0.10290253492642887,21.599244776897123,1.4908444050400238,14.48792691167343,5.67460247318938,1.4908444050400238,0.10290253492642887,1.0,0.3916780163086794
100,1.485868384561201,0.07355425821939737,0.04968675503783295,0.8003654470798278,0.10929194683805342,20.200983879535,1.485868384561201,13.595405952123174,5.478686273517725,1.485868384561201,0.10929194683805342,1.0,0.40298070486539067
101,1.480413677976106,0.06858328460478416,0.05059411389974348,0.7974272604140161,0.10153163260945056,21.585633970538016,1.480413677976106,14.58081230379338,5.6529344395428955,1.480413677976106,0.10153163260945056,1.0,0.3876968115193565
102,1.4752095869031632,0.0746229428074614,0.04995005707049774,0.7946240682056631,0.1100844806324935,19.76884764126,1.4752095869031632,13.400704426521383,5.4002956921278615,1.4752095869031632,0.1100844806324935,1.0,0.4029859565770376
103,1.4859035988304024,0.07014070107890119,0.04984421041201089,0.8003844153038009,0.10422232015762677,21.18461287062003,1.4859035988304024,14.257057380636974,5.610551889456434,1.4859035988304024,0.10422232015762677,1.0,0.393528042966028
104,1.4960918298136696,0.07360391142336822,0.050282564251258356,0.8058723226653155,0.11011821052283023,20.32625441884711,1.4960918298136696,13.586234490284355,5.514521118533427,1.4960918298136696,0.11011821052283023,1.0,0.4058903239508278
105,1.4808005946928984,0.06979118038789997,0.05006270229203594,0.7976356737393387,0.10334682142272163,21.21758919196661,1.4808005946928984,14.328458043580744,5.605267049250532,1.4808005946928984,0.10334682142272163,1.0,0.3911982037565957
106,1.4697543268466824,0.074642062777058,0.04992007781904663,0.79168558341158,0.10970549473134268,19.690698142099397,1.4697543268466824,13.397271763332888,5.37963649264358,1.4697543268466824,0.10970549473134268,0.9999999999999999,0.4015471648016542
107,1.4539012274845928,0.06990836301107425,0.04921445916482306,0.7831462853887025,0.10163985479323936,20.7972432032814,1.4539012274845928,14.304440226151327,5.498830550357633,1.4539012274845928,0.10163985479323936,1.0,0.38441424225078663
108,1.4541462067235693,0.07547710929281527,0.05007996435013632,0.7832782438583529,0.10975475217260759,19.266055898910675,1.4541462067235693,13.249050067888474,5.292982344947431,1.4541462067235695,0.10975475217260759,1.0,0.39949900693453894
109,1.455023751906683,0.07464599360022733,0.054692185026359336,0.7837509350133121,0.10861169367300504,19.492322115761237,1.455023751906683,13.396566269257276,5.3255789974657715,1.455023751906683,0.10861169367300504,1.0,0.39753313576233507
110,1.449042163761236,0.07934403644117197,0.05487320211540928,0.7805289427291894,0.11497285424626619,18.262773470512798,1.449042163761236,12.603341660610244,5.144271453373467,1.449042163761236,0.11497285424626619,1.0,0.408167261659745
111,1.4386709371480566,0.07505843667743599,0.05415675281078651,0.7749424644709048,0.10798439143559489,19.167344816023178,1.4386709371480566,13.322952678824167,5.2512381329652165,1.4386709371480566,0.10798439143559489,1.0,0.3941497248813069
112,1.433445432156979,0.08002359358228964,0.055240499862766274,0.7721277376203588,0.11470945468531962,17.912785067355696,1.433445432156979,12.496314589667644,5.067247766984634,1.433445432156979,0.11470945468531962,1.0,0.40549937588594304
113,1.4333958900838095,0.07592379199991395,0.054542809780562286,0.7721010517012333,0.10882885141225467,18.879403311223367,1.4333958900838095,13.171101885969202,5.20208219019483,1.4333958900838095,0.10882885141225467,1.0,0.3949618061748091
114,1.42806487344776,0.08045008161921993,0.055080368328742545,0.7692294908297354,0.11488793562641327,17.750943749280026,1.42806487344776,12.430068184804613,5.034828620608042,1.42806487344776,0.11488793562641327,1.0,0.40505237346670153
115,1.4229203181741186,0.07562889610038578,0.053398671864258646,0.7664583676775116,0.10761389290231829,18.814505983075698,1.4229203181741186,13.222459292181828,5.174122422182039,1.4229203181741186,0.10761389290231829,1.0,0.3913131670778819
116,1.417429032731308,0.08099527914390654,0.05484578494342528,0.7635004777498812,0.11480506017274973,17.50014380730663,1.417429032731308,12.346398587296335,4.980483100006407,1.4174290327313082,0.11480506017274973,1.0,0.403395618956528
117,1.412409228794446,0.0748392292244765,0.055453259476974714,0.7607965521102183,0.10570361803251363,18.87257850502436,1.412409228794446,13.361976203690585,5.1629259196355015,1.412409228794446,0.10570361803251363,1.0,0.38638939636859243
118,1.412578792940193,0.07900611376190819,0.05808949268604193,0.7608878881159705,0.11160236081269184,17.879360541604694,1.412578792940193,12.65724831135964,5.025535347841309,1.412578792940193,0.11160236081269184,1.0,0.39704801740604134
119,1.4075983731469897,0.07445419405660497,0.05703849864055661,0.7582051768100095,0.10480160242804742,18.905561882475563,1.4075983731469897,13.431076820732681,5.158627545113364,1.4075983731469897,0.10480160242804742,1.0,0.38408145630961815
120,1.4333920485221476,0.08181491967012575,0.05639999430512618,0.7720989824377313,0.1172728553056365,17.519934680636773,1.4333920485221476,12.2227095501891,5.011280780584157,1.4333920485221476,0.1172728553056365,1.0,0.4099975345079378
121,1.4382550176792908,0.07706935596260868,0.056951772502699796,0.7747184287655712,0.1108453879225333,18.66182738541478,1.4382550176792908,12.975325763526097,5.18077859748297,1.4382550176792905,0.1108453879225333,1.0,0.39927926989287954
122,1.4173547174485526,0.08086696623694065,0.057159147914507935,0.7634604477007023,0.11461717608168065,17.526992583049246,1.4173547174485526,12.365988815136141,4.984171507910883,1.4173547174485526,0.11461717608168065,1.0,0.4030548290493509
123,1.406981663677643,0.07609569637070202,0.05595864562729926,0.7578729852409039,0.1070652494783591,18.489635167059884,1.406981663677643,13.141347641113315,5.100448769289088,1.406981663677643,0.1070652494783591,1.0,0.38812220090214317
124,1.4012037783587625,0.08250100764416027,0.056998793862942924,0.7547607178190572,0.11560072362940252,16.984080781199342,1.4012037783587625,12.121064076128091,4.878335593475192,1.4012037783587625,0.11560072362940252,1.0,0.40246760208807597
125,1.3967008232726328,0.07648289029638874,0.05699010907560385,0.7523351936621817,0.10682371584323662,18.26161142524945,1.3967008232726328,13.074819690061014,5.05034728626961,1.3967008232726328,0.10682371584323662,1.0,0.3862651574544232
